ID;ID_etude;couche_materiel;UA;carre;numero;auteur;support;technotypo;mp;taxon;traces_anthrop;faune_brulee
K25-81;282;11;UA 4a;K25;81;AS;Bloc/Rognon;Nucléus lamellaires;Sénonien;;;
K26-180;283;11;UA 4a;K26;180;AS;Éclat;Nucléus lamellaires;Sénonien ?;;;
K24-119;284;11;UA 4a;K24;119;AS;Éclat;Nucléus lamellaires;Aurillac;;;
K24-236;285;11;UA 4a;K24;236;AS;Bloc/Rognon;Nucléus lamellaires;Sénonien;;;
J25-83;286;11;UA 4a;J25;83;AS;Galet;Nucléus lamellaires;Aurillac;;;
K24-232;287;11;UA 4a;K24;232;AS;Indéterminé;Nucléus lamellaires;Aurillac;;;
K23-77;288;11;UA 4a;K23;77;AS;Éclat;Nucléus lamellaires;Aurillac;;;
K23-267;289;11;UA 4a;K23;267;AS;Éclat;Nucléus lamellaires;Sénonien;;;
K23-501;290;11;UA 4a;K23;501;AS;Éclat;Nucléus lamellaires;Aurillac;;;
K25-156;291;11;UA 4a;K25;156;AS;Éclat;Nucléus lamellaires;Sénonien;;;
J25-82;292;11;UA 4a;J25;82;AS;Éclat;Nucléus lamellaires;Sénonien;;;
J25-105;293;11;UA 4a;J25;105;AS;Éclat;Nucléus lamellaires;Aurillac;;;
?-70;294;11;UA 4a;?;70;AS;Éclat;Nucléus lamellaires;Aurillac;;;
K23-62;295;11;UA 4a;K23;62;AS;Galet;Nucléus testés;Aurillac;;;
K23-286;296;11;UA 4a;K23;286;AS;Bloc/Rognon;Nucléus lamellaires;Sénonien;;;
J23-34;297;11;UA 4a;J23;34;AS;Galet;Nucléus indéterminés;Aurillac;;;
K25-T298;298;11;UA 4a;K25;T298;AS;Galet;Nucléus indéterminés;Aurillac;;;
J23-124;299;11;UA 4a;J23;124;AS;Fragment diaclasique;Nucléus testés;Aurillac ?;;;
K25-T300;300;11;UA 4a;K25;T300;AS;Éclat;Nucléus indéterminés;Aurillac;;;
K23-281;301;11;UA 4a;K23;281;AS;Éclat;Nucléus lamellaires;Aurillac ?;;;
K25-272;302;11;UA 4a;K25;272;AS;Éclat;Nucléus lamellaires;Sénonien;;;
K25-188;303;11;UA 4a;K25;188;AS;Lame;Burins dièdres;Aurillac ?;;;
sondage-111;304;11;UA 4a;sondage;111;AS;Lame;Autres burins;Sénonien blond;;;
K25-147;305;11;UA 4a;K25;147;AS;Lame;Burins dièdres;Sénonien blond;;;
K24-336;306;11;UA 4a;K24;336;AS;Éclat;Autres burins;Sénonien ?;;;
K23-63;307;11;UA 4a;K23;63;AS;Éclat;Burins dièdres;Aurillac;;;
J24-68;308;11;UA 4a;J24;68;AS;Éclat;Burins sur troncature;Sénonien;;;
K24-227;309;11;UA 4a;K24;227;AS;Éclat laminaire;Autres burins;Indéterminée;;;
K23-100;310;11;UA 4a;K23;100;AS;Éclat laminaire;;Sénonien;;;
K23-246;311;11;UA 4a;K23;246;AS;Lame;;Sénonien;;;
K25-T312;312;11;UA 4a;K25;T312;AS;Lame;;Sénonien;;;
J23-37;313;11;UA 4a;J23;37;AS;Éclat laminaire;;Sénonien;;;
J25-69;314;11;UA 4a;J25;69;AS;Lame;;Sénonien;;;
?-T315;315;11;UA 4a;?;T315;AS;Lame;;Sénonien;;;
?-T316;316;11;UA 4a;?;T316;AS;Petite lame;;Sénonien;;;
?-T317;317;11;UA 4a;?;T317;AS;Petite lame;;Sénonien;;;
?-T318;318;11;UA 4a;?;T318;AS;Lame;;Sénonien;;;
?-T319;319;11;UA 4a;?;T319;AS;Lame;;Sénonien;;;
?-T320;320;11;UA 4a;?;T320;AS;Lame;;Sénonien ?;;;
?-T321;321;11;UA 4a;?;T321;AS;Petite lame;;Sénonien ?;;;
?-T322;322;11;UA 4a;?;T322;AS;Petite lame;;Sénonien ?;;;
?-T323;323;11;UA 4a;?;T323;AS;Lame;;Sénonien ?;;;
?-T324;324;11;UA 4a;?;T324;AS;Éclat laminaire;;Sénonien;;;
J23-100;325;11;UA 4a;J23;100;AS;Lame;;Sénonien;;;
J23-123;326;11;UA 4a;J23;123;AS;Lame;;Sénonien;;;
J24-40;327;11;UA 4a;J24;40;AS;Lame;;Sénonien;;;
K23-41;328;11;UA 4a;K23;41;AS;Petite lame;;Sénonien;;;
K23-T329;329;11;UA 4a;K23;T329;AS;Petite lame;;Sénonien;;;
?-T330;330;11;UA 4a;?;T330;AS;Lame;;Sénonien;;;
?-T331;331;11;UA 4a;?;T331;AS;Lame;;Sénonien;;;
?-T332;332;11;UA 4a;?;T332;AS;Petite lame;;Sénonien;;;
?-T333;333;11;UA 4a;?;T333;AS;Lame;;Sénonien ?;;;
?-T334;334;11;UA 4a;?;T334;AS;Lame;;Sénonien;;;
?-T335;335;11;UA 4a;?;T335;AS;Petite lame;;Sénonien;;;
K23-98;336;11;UA 4a;K23;98;AS;Lame;;Sénonien;;;
J23-45;337;11;UA 4a;J23;45;AS;Éclat laminaire;;Sénonien;;;
J24-36;338;lim 10/11;UA 4a;J24;36;AS;Éclat laminaire;;Sénonien ?;;;
?-T339;339;11;UA 4a;?;T339;AS;Éclat laminaire;;Sénonien;;;
?-T340;340;11;UA 4a;?;T340;AS;Éclat laminaire;;Sénonien ?;;;
?-T341;341;11;UA 4a;?;T341;AS;Lame;;Indéterminée;;;
?-T342;342;11;UA 4a;?;T342;AS;Éclat laminaire;;Indéterminée;;;
?-T343;343;11;UA 4a;?;T343;AS;Lame;Lames/É. laminaires retouchés/appointés;Brûlé;;;
?-T344;344;11;UA 4a;?;T344;AS;Éclat laminaire;;Sénonien;;;
?-T345;345;11;UA 4a;?;T345;AS;Petite lame;;Chalosse;;;
K23-61;346;11;UA 4a;K23;61;AS;Éclat laminaire;;Sénonien ?;;;
?-T347;347;11;UA 4a;?;T347;AS;Éclat laminaire;;Sénonien ?;;;
?-T348;348;11;UA 4a;?;T348;AS;Petite lame;;Aurillac;;;
K23-T349;349;11;UA 4a;K23;T349;AS;Lame;;Aurillac;;;
?-T350;350;11;UA 4a;?;T350;AS;Lame;;Sénonien;;;
J24-29;351;11;UA 4a;J24;29;AS;Lame;;Sénonien blond;;;
K23-64;352;11;UA 4a;K23;64;AS;Lame;;Sénonien ?;;;
K23-285;353;11;UA 4a;K23;285;AS;Éclat laminaire;;Sénonien;;;
K24-89;354;11;UA 4a;K24;89;AS;Éclat laminaire;;Sénonien;;;
J24-73;355;11;UA 4a;J24;73;AS;Lame;;Aurillac;;;
?-T356;356;11;UA 4a;?;T356;AS;Lame;;Aurillac;;;
?-T357;357;11;UA 4a;?;T357;AS;Petite lame;;Aurillac;;;
?-T358;358;11;UA 4a;?;T358;AS;Lame;;Aurillac;;;
?-T359;359;11;UA 4a;?;T359;AS;Petite lame;;Aurillac;;;
K23-49;360;11;UA 4a;K23;49;AS;Éclat laminaire;;Aurillac;;;
K25-144;361;11;UA 4a;K25;144;AS;Lame;;Aurillac;;;
?-T362;362;11;UA 4a;?;T362;AS;Éclat laminaire;;Brûlé;;;
?-T363;363;11;UA 4a;?;T363;AS;Éclat laminaire;;Aurillac;;;
K23-90;364;11;UA 4a;K23;90;AS;Lame;;Sénonien ?;;;
?-T365;365;11;UA 4a;?;T365;AS;Lame;;Sénonien;;;
?-T366;366;11;UA 4a;?;T366;AS;Lame;;Sénonien;;;
?-T367;367;11;UA 4a;?;T367;AS;Lame;;Sénonien;;;
?-T368;368;11;UA 4a;?;T368;AS;Lame;;Sénonien;;;
?-T369;369;11;UA 4a;?;T369;AS;Lame;;Sénonien;;;
?-T370;370;11;UA 4a;?;T370;AS;Lame;;Sénonien ?;;;
?-T371;371;11;UA 4a;?;T371;AS;Petite lame;;Sénonien;;;
K23-T372;372;11;UA 4a;K23;T372;AS;Éclat laminaire;;Sénonien;;;
K25-T373;373;11;UA 4a;K25;T373;AS;Lame;;Sénonien;;;
J23-23;374;11;UA 4a;J23;23;AS;Lame;;Aurillac;;;
?-T375;375;11;UA 4a;?;T375;AS;Lame;;Aurillac;;;
?-T376;376;11;UA 4a;?;T376;AS;Petite lame;;Aurillac;;;
?-T377;377;11;UA 4a;?;T377;AS;Lame;;Aurillac;;;
?-T378;378;11;UA 4a;?;T378;AS;Lame;;Aurillac;;;
J24-69;379;11;UA 4a;J24;69;AS;Petite lame;;Aurillac;;;
J25-268;380;11;UA 4a;J25;268;AS;Lame;;Aurillac;;;
?-T381;381;11;UA 4a;?;T381;AS;Éclat laminaire;;Aurillac;;;
K23-502;382;11;UA 4a;K23;502;AS;Petite lame;;Turonien inférieur Cher ?;;;
K25-89;383;11;UA 4a;K25;89;AS;Lame;;Turonien inférieur Cher ?;;;
?-T384;384;11;UA 4a;?;T384;AS;Éclat laminaire;;Turonien inférieur Cher;;;
J25/J26-sn;385;11;UA 4a;J25/J26;sn;AS;Lame;;Indéterminée;;;
?-T386;386;11;UA 4a;?;T386;AS;Petite lame;;Tertiaire ?;;;
K23-67;387;11;UA 4a;K23;67;AS;Lame;;Sénonien ?;;;
K23-111;388;11;UA 4a;K23;111;AS;Petite lame;;Sénonien ?;;;
K24-243;389;11;UA 4a;K24;243;AS;Lame;;Aurillac;;;
?-T390;390;11;UA 4a;?;T390;AS;Petite lame;;Aurillac;;;
?-T391;391;11;UA 4a;?;T391;AS;Lame;;Sénonien ?;;;
?-T392;392;11;UA 4a;?;T392;AS;Petite lame;;Sénonien;;;
?-T393;393;11;UA 4a;?;T393;AS;Petite lame;;Sénonien ?;;;
?-T394;394;11;UA 4a;?;T394;AS;Lame;;Sénonien ?;;;
K23-T395;395;11;UA 4a;K23;T395;AS;Lame;;Indéterminée;;;
K23-259;396;11;UA 4a;K23;259;AS;Éclat laminaire;;Sénonien;;;
K25-T397;397;11;UA 4a;K25;T397;AS;Lame;;Sénonien;;;
J23-122;398;11;UA 4a;J23;122;AS;Éclat lamellaire;;Sénonien;;;
?-T399;399;11;UA 4a;?;T399;AS;Lame;;Sénonien;;;
?-T400;400;11;UA 4a;?;T400;AS;Éclat laminaire;;Sénonien;;;
?-T401;401;11;UA 4a;?;T401;AS;Éclat laminaire;;Sénonien;;;
?-T402;402;11;UA 4a;?;T402;AS;Éclat lamellaire;;Sénonien;;;
?-T403;403;11;UA 4a;?;T403;AS;Lamelle;;Sénonien;;;
?-T404;404;11;UA 4a;?;T404;AS;Éclat;;Sénonien;;;
?-T405;405;11;UA 4a;?;T405;AS;Éclat;;Sénonien ?;;;
?-T406;406;11;UA 4a;?;T406;AS;Éclat;;Sénonien;;;
?-T407;407;11;UA 4a;?;T407;AS;Éclat lamellaire;;Sénonien ?;;;
K23-108;408;11;UA 4a;K23;108;AS;Éclat laminaire;;Sénonien blond;;;
J24-51;409;11;UA 4a;J24;51;AS;Petite lame;;Sénonien ?;;;
J25-T410;410;11;UA 4a;J25;T410;AS;Lamelle;;Sénonien ?;;;
?-38;411;11;UA 4a;?;38;AS;Lamelle;;Indéterminée;;;
?-T412;412;11;UA 4a;?;T412;AS;Lamelle;;Sénonien ?;;;
?-T413;413;11;UA 4a;?;T413;AS;Éclat laminaire;;Sénonien;;;
?-T414;414;11;UA 4a;?;T414;AS;Éclat lamellaire;;Sénonien;;;
K23-96;415;11;UA 4a;K23;96;AS;Éclat laminaire;;Sénonien;;;
?-T416;416;11;UA 4a;?;T416;AS;Éclat lamellaire;;Sénonien;;;
?-T417;417;11;UA 4a;?;T417;AS;Éclat lamellaire;;Sénonien;;;
?-T418;418;11;UA 4a;?;T418;AS;Éclat lamellaire;;Sénonien ?;;;
K23-271;419;11;UA 4a;K23;271;AS;Éclat;;Sénonien;;;
K24-107;420;11;UA 4a;K24;107;AS;Éclat lamellaire;;Sénonien;;;
J25-64;421;11;UA 4a;J25;64;AS;Éclat lamellaire;;Sénonien;;;
?-T422;422;11;UA 4a;?;T422;AS;Lamelle;;Sénonien ?;;;
?-T423;423;11;UA 4a;?;T423;AS;Lamelle;;Sénonien ?;;;
?-T424;424;11;UA 4a;?;T424;AS;Éclat lamellaire;;Sénonien ?;;;
?-T425;425;11;UA 4a;?;T425;AS;Éclat lamellaire;;Sénonien;;;
?-T426;426;11;UA 4a;?;T426;AS;Éclat lamellaire;;Sénonien;;;
?-T427;427;11;UA 4a;?;T427;AS;Éclat lamellaire;;Sénonien ?;;;
?-T428;428;11;UA 4a;?;T428;AS;Éclat lamellaire;;Indéterminée;;;
?-T429;429;11;UA 4a;?;T429;AS;Éclat lamellaire;;Sénonien ?;;;
?-T430;430;11;UA 4a;?;T430;AS;Éclat;;Sénonien;;;
?-T431;431;11;UA 4a;?;T431;AS;Lamelle;;Aurillac ?;;;
?-T432;432;11;UA 4a;?;T432;AS;Éclat;;Bergeracois;;;
?-T433;433;11;UA 4a;?;T433;AS;Éclat lamellaire;;Fumélois;;;
?-T434;434;11;UA 4a;?;T434;AS;Éclat laminaire;;Aurillac;;;
?-T435;435;11;UA 4a;?;T435;AS;Éclat lamellaire;;Aurillac;;;
?-T436;436;11;UA 4a;?;T436;AS;Éclat lamellaire;;Aurillac;;;
?-T437;437;11;UA 4a;?;T437;AS;Éclat laminaire;;Aurillac;;;
?-T438;438;11;UA 4a;?;T438;AS;Lamelle;;Aurillac ?;;;
K25-340;439;11;UA 4a;K25;340;AS;Éclat laminaire;;Aurillac;;;
J24-38;440;11;UA 4a;J24;38;AS;Éclat;;Aurillac;;;
J23-21;441;11;UA 4a;J23;21;AS;Éclat lamellaire;;Aurillac;;;
?-T442;442;11;UA 4a;?;T442;AS;Éclat;;Aurillac;;;
?-T443;443;11;UA 4a;?;T443;AS;Lamelle;;Aurillac;;;
?-T444;444;11;UA 4a;?;T444;AS;Éclat;;Aurillac;;;
J24-55;445;11;UA 4a;J24;55;AS;Lamelle;;Aurillac;;;
?-83;446;11;UA 4a;?;83;AS;Éclat lamellaire;;Aurillac;;;
K25-T447;447;11;UA 4a;K25;T447;AS;Lamelle;;Indéterminée;;;
?-T448;448;11;UA 4a;?;T448;AS;Lamelle;;Indéterminée;;;
?-T449;449;11;UA 4a;?;T449;AS;Lamelle;;Indéterminée;;;
?-T450;450;11;UA 4a;?;T450;AS;Lamelle;;Turonien inférieur Cher;;;
?-T451;451;11;UA 4a;?;T451;AS;Éclat laminaire;;Indéterminée;;;
?-T452;452;11;UA 4a;?;T452;AS;Éclat laminaire;;Indéterminée;;;
K23-52;453;11;UA 4a;K23;52;AS;Lame;;Tertiaire ?;;;
K25-85;454;11;UA 4a;K25;85;AS;Éclat lamellaire;;Indéterminée;;;
?-T455;455;11;UA 4a;?;T455;AS;Lamelle;;Aurillac;;;
?-T456;456;11;UA 4a;?;T456;AS;Lamelle;;Aurillac;;;
?-T457;457;11;UA 4a;?;T457;AS;Lamelle;;Indéterminée;;;
?-T458;458;11;UA 4a;?;T458;AS;Lamelle;;Aurillac ?;;;
K23-T459;459;11;UA 4a;K23;T459;AS;Lamelle;;Indéterminée;;;
?-T460;460;11;UA 4a;?;T460;AS;Éclat lamellaire;;Sénonien;;;
K24-T461;461;11;UA 4a;K24;T461;AS;Lamelle;;Sénonien ?;;;
?-T462;462;11;UA 4a;?;T462;AS;Éclat lamellaire;;Sénonien;;;
?-T463;463;11;UA 4a;?;T463;AS;Lamelle;;Indéterminée;;;
?-T464;464;11;UA 4a;?;T464;AS;Éclat lamellaire;;Aurillac;;;
?-T465;465;11;UA 4a;?;T465;AS;Éclat lamellaire;;Aurillac;;;
?-T466;466;11;UA 4a;?;T466;AS;Lamelle;;Bergeracois ?;;;
?-T467;467;11;UA 4a;?;T467;AS;Lamelle;;Indéterminée;;;
?-T468;468;11;UA 4a;?;T468;AS;Éclat lamellaire;;Sénonien;;;
?-T469;469;11;UA 4a;?;T469;AS;Lame;;Aurillac ?;;;
?-T470;470;11;UA 4a;?;T470;AS;Éclat laminaire;;Aurillac ?;;;
K24-108;471;11;UA 4a;K24;108;AS;Éclat;;Sénonien;;;
?-T472;472;11;UA 4a;?;T472;AS;Éclat;;Sénonien;;;
?-T473;473;11;UA 4a;?;T473;AS;Éclat;;Aurillac;;;
?-T474;474;11;UA 4a;?;T474;AS;Éclat;;Aurillac;;;
?-T475;475;11;UA 4a;?;T475;AS;Éclat;;Aurillac;;;
K24-97;476;11;UA 4a;K24;97;AS;Éclat;;Sénonien;;;
?-T477;477;11;UA 4a;?;T477;AS;Éclat;;Sénonien ?;;;
?-T478;478;11;UA 4a;?;T478;AS;Éclat;;Sénonien;;;
?-T479;479;11;UA 4a;?;T479;AS;Éclat;;Aurillac ?;;;
?-T480;480;11;UA 4a;?;T480;AS;Éclat;;Aurillac;;;
?-T481;481;11;UA 4a;?;T481;AS;Éclat;;Aurillac;;;
?-T482;482;11;UA 4a;?;T482;AS;Éclat;;Bergeracois;;;
?-T483;483;11;UA 4a;?;T483;AS;Éclat;;Aurillac;;;
?-T484;484;11;UA 4a;?;T484;AS;Éclat;;Sénonien ?;;;
?-T485;485;11;UA 4a;?;T485;AS;Éclat;;Aurillac ?;;;
?-T486;486;11;UA 4a;?;T486;AS;Éclat;;Indéterminée;;;
?-T487;487;11;UA 4a;?;T487;AS;Éclat;;Indéterminée;;;
?-T488;488;11;UA 4a;?;T488;AS;Éclat;;Indéterminée;;;
?-T489;489;11;UA 4a;?;T489;AS;Éclat;;Aurillac;;;
?-T490;490;11;UA 4a;?;T490;AS;Petite lame;;Fumélois;;;
?-T491;491;11;UA 4a;?;T491;AS;Lamelle;;Fumélois;;;
?-T492;492;11;UA 4a;?;T492;AS;Lamelle;;Fumélois;;;
K22-27;493;11;UA 4a;K22;27;AS;Lamelle;;Sénonien;;;
?-78;494;11;UA 4a;?;78;AS;Lamelle;;Sénonien;;;
K23-T495;495;11;UA 4a;K23;T495;AS;Lamelle;;Sénonien;;;
K23-T496;496;11;UA 4a;K23;T496;AS;Lamelle;;Sénonien;;;
K23-T497;497;11;UA 4a;K23;T497;AS;Lamelle;;Sénonien;;;
K25-T498;498;11;UA 4a;K25;T498;AS;Lamelle;;Sénonien;;;
?-T499;499;11;UA 4a;?;T499;AS;Lamelle;;Sénonien;;;
?-T500;500;11;UA 4a;?;T500;AS;Lamelle;;Sénonien;;;
?-T501;501;11;UA 4a;?;T501;AS;Lamelle;;Sénonien;;;
?-T502;502;11;UA 4a;?;T502;AS;Lamelle;;Sénonien;;;
?-T503;503;11;UA 4a;?;T503;AS;Lamelle;;Sénonien;;;
?-T504;504;11;UA 4a;?;T504;AS;Lamelle;;Indéterminée;;;
?-T505;505;11;UA 4a;?;T505;AS;Lamelle;;Sénonien;;;
?-T506;506;11;UA 4a;?;T506;AS;Lamelle;;Sénonien;;;
?-T507;507;11;UA 4a;?;T507;AS;Lamelle;;Sénonien;;;
?-T508;508;11;UA 4a;?;T508;AS;Lamelle;;Bergeracois ?;;;
?-T509;509;11;UA 4a;?;T509;AS;Lamelle;;Sénonien;;;
?-T510;510;11;UA 4a;?;T510;AS;Lamelle;;Sénonien;;;
?-T511;511;11;UA 4a;?;T511;AS;Lamelle;;Sénonien;;;
?-T512;512;11;UA 4a;?;T512;AS;Lamelle;;Sénonien;;;
?-T513;513;11;UA 4a;?;T513;AS;Lamelle;;Sénonien;;;
?-T514;514;11;UA 4a;?;T514;AS;Lamelle;;Indéterminée;;;
?-T515;515;11;UA 4a;?;T515;AS;Lamelle;;Sénonien ?;;;
?-T516;516;11;UA 4a;?;T516;AS;Lamelle;;Sénonien;;;
?-T517;517;11;UA 4a;?;T517;AS;Lamelle;;Sénonien ?;;;
?-T518;518;11;UA 4a;?;T518;AS;Lamelle;;Sénonien;;;
?-T519;519;11;UA 4a;?;T519;AS;Lamelle;;Sénonien;;;
?-T520;520;11;UA 4a;?;T520;AS;Lamelle;;Sénonien;;;
K23-T521;521;11;UA 4a;K23;T521;AS;Lamelle;;Sénonien;;;
?-T522;522;11;UA 4a;?;T522;AS;Lamelle;;Sénonien;;;
?-T523;523;11;UA 4a;?;T523;AS;Lamelle;;Sénonien;;;
?-T524;524;11;UA 4a;?;T524;AS;Lamelle;;Sénonien;;;
?-T525;525;11;UA 4a;?;T525;AS;Lamelle;;Indéterminée;;;
?-T526;526;11;UA 4a;?;T526;AS;Lamelle;;Indéterminée;;;
?-T527;527;11;UA 4a;?;T527;AS;Lamelle;;Sénonien;;;
?-T528;528;11;UA 4a;?;T528;AS;Lamelle;;Sénonien;;;
?-T529;529;11;UA 4a;?;T529;AS;Lamelle;;Indéterminée;;;
?-T530;530;11;UA 4a;?;T530;AS;Lamelle;;Sénonien;;;
?-T531;531;11;UA 4a;?;T531;AS;Lamelle;;Sénonien;;;
?-T532;532;11;UA 4a;?;T532;AS;Lamelle;;Sénonien;;;
?-T533;533;11;UA 4a;?;T533;AS;Lamelle;;Sénonien;;;
?-T534;534;11;UA 4a;?;T534;AS;Lamelle;;Sénonien;;;
?-T535;535;11;UA 4a;?;T535;AS;Lamelle;;Sénonien;;;
K23-T536;536;11;UA 4a;K23;T536;AS;Lamelle;;Sénonien;;;
?-T537;537;11;UA 4a;?;T537;AS;Lamelle;;Sénonien;;;
?-T538;538;11;UA 4a;?;T538;AS;Lamelle;;Chalosse ?;;;
?-T539;539;11;UA 4a;?;T539;AS;Lamelle;;Sénonien;;;
?-T540;540;11;UA 4a;?;T540;AS;Lamelle;;Sénonien;;;
?-T541;541;11;UA 4a;?;T541;AS;Lamelle;;Sénonien;;;
?-T542;542;11;UA 4a;?;T542;AS;Lamelle;;Sénonien;;;
?-T543;543;11;UA 4a;?;T543;AS;Lamelle;;Sénonien;;;
?-T544;544;11;UA 4a;?;T544;AS;Lamelle;;Sénonien;;;
?-T545;545;11;UA 4a;?;T545;AS;Lamelle;;Sénonien;;;
?-T546;546;11;UA 4a;?;T546;AS;Lamelle;;Chalosse ?;;;
?-T547;547;11;UA 4a;?;T547;AS;Lamelle;;Sénonien;;;
?-T548;548;11;UA 4a;?;T548;AS;Lamelle;;Sénonien;;;
?-T549;549;11;UA 4a;?;T549;AS;Lamelle;;Sénonien;;;
?-T550;550;11;UA 4a;?;T550;AS;Lamelle;;Sénonien;;;
?-T551;551;11;UA 4a;?;T551;AS;Lamelle;;Sénonien;;;
?-T552;552;11;UA 4a;?;T552;AS;Lamelle;;Sénonien;;;
?-T553;553;11;UA 4a;?;T553;AS;Lamelle;;Sénonien;;;
?-T554;554;11;UA 4a;?;T554;AS;Lamelle;;Sénonien;;;
?-T555;555;11;UA 4a;?;T555;AS;Lamelle;;Sénonien;;;
?-T556;556;11;UA 4a;?;T556;AS;Lamelle;;Sénonien;;;
?-T557;557;11;UA 4a;?;T557;AS;Lamelle;;Sénonien;;;
?-T558;558;11;UA 4a;?;T558;AS;Lamelle;;Sénonien ?;;;
?-T559;559;11;UA 4a;?;T559;AS;Lamelle;;Sénonien;;;
?-T560;560;11;UA 4a;?;T560;AS;Lamelle;;Indéterminée;;;
?-T561;561;11;UA 4a;?;T561;AS;Lamelle;;Sénonien;;;
?-T562;562;11;UA 4a;?;T562;AS;Lamelle;;Sénonien;;;
?-T563;563;11;UA 4a;?;T563;AS;Lamelle;;Indéterminée;;;
?-T564;564;11;UA 4a;?;T564;AS;Lamelle;;Indéterminée;;;
?-T565;565;11;UA 4a;?;T565;AS;Lamelle;;Sénonien ?;;;
?-T566;566;11;UA 4a;?;T566;AS;Lamelle;;Sénonien ?;;;
?-T567;567;11;UA 4a;?;T567;AS;Lamelle;;Sénonien;;;
?-T568;568;11;UA 4a;?;T568;AS;Lamelle;;Indéterminée;;;
?-T569;569;11;UA 4a;?;T569;AS;Lamelle;;Sénonien;;;
?-T570;570;11;UA 4a;?;T570;AS;Lamelle;;Sénonien;;;
?-T571;571;11;UA 4a;?;T571;AS;Lamelle;;Sénonien;;;
?-T572;572;11;UA 4a;?;T572;AS;Lamelle;;Indéterminée;;;
?-T573;573;11;UA 4a;?;T573;AS;Lamelle;;Indéterminée;;;
?-T574;574;11;UA 4a;?;T574;AS;Lamelle;;Sénonien;;;
?-T575;575;11;UA 4a;?;T575;AS;Lamelle;;Sénonien;;;
?-T576;576;11;UA 4a;?;T576;AS;Lamelle;;Sénonien ?;;;
J24-82;577;11;UA 4a;J24;82;AS;Lamelle;;Indéterminée;;;
?-T578;578;11;UA 4a;?;T578;AS;Lamelle;;Sénonien;;;
?-T579;579;11;UA 4a;?;T579;AS;Lamelle;;Sénonien;;;
?-T580;580;11;UA 4a;?;T580;AS;Lamelle;;Sénonien ?;;;
?-T581;581;11;UA 4a;?;T581;AS;Lamelle;;Indéterminée;;;
?-T582;582;11;UA 4a;?;T582;AS;Lamelle;;Sénonien;;;
?-T583;583;11;UA 4a;?;T583;AS;Lamelle;;Sénonien;;;
?-T584;584;11;UA 4a;?;T584;AS;Lamelle;;Indéterminée;;;
?-T585;585;11;UA 4a;?;T585;AS;Lamelle;;Sénonien;;;
?-T586;586;11;UA 4a;?;T586;AS;Lamelle;;Sénonien;;;
?-T587;587;11;UA 4a;?;T587;AS;Lamelle;;Sénonien;;;
K25-124;588;11;UA 4a;K25;124;AS;Lamelle;;Indéterminée;;;
K23-T589;589;11;UA 4a;K23;T589;AS;Lamelle;;Sénonien ?;;;
K23-T590;590;11;UA 4a;K23;T590;AS;Lamelle;;Sénonien;;;
?-T591;591;11;UA 4a;?;T591;AS;Lamelle;;Sénonien;;;
?-T592;592;11;UA 4a;?;T592;AS;Lamelle;;Sénonien;;;
?-T593;593;11;UA 4a;?;T593;AS;Lamelle;;Indéterminée;;;
?-T594;594;11;UA 4a;?;T594;AS;Lamelle;;Aurillac;;;
?-T595;595;11;UA 4a;?;T595;AS;Lamelle;;Sénonien;;;
?-T596;596;11;UA 4a;?;T596;AS;Lamelle;;Sénonien;;;
?-T597;597;11;UA 4a;?;T597;AS;Lamelle;;Sénonien;;;
?-T598;598;11;UA 4a;?;T598;AS;Lamelle;;Indéterminée;;;
?-T599;599;11;UA 4a;?;T599;AS;Lamelle;;Indéterminée;;;
?-T600;600;11;UA 4a;?;T600;AS;Lamelle;;Sénonien;;;
?-T601;601;11;UA 4a;?;T601;AS;Lamelle;;Aurillac;;;
?-T602;602;11;UA 4a;?;T602;AS;Lamelle;;Sénonien;;;
?-T603;603;11;UA 4a;?;T603;AS;Lamelle;;Sénonien blond;;;
?-T604;604;11;UA 4a;?;T604;AS;Lamelle;;Sénonien blond;;;
?-T605;605;11;UA 4a;?;T605;AS;Lamelle;;Sénonien;;;
?-T606;606;11;UA 4a;?;T606;AS;Lamelle;;Sénonien ?;;;
?-T607;607;11;UA 4a;?;T607;AS;Lamelle;;Sénonien;;;
?-T608;608;11;UA 4a;?;T608;AS;Lamelle;;Sénonien;;;
?-T609;609;11;UA 4a;?;T609;AS;Lamelle;;Sénonien;;;
?-T610;610;11;UA 4a;?;T610;AS;Lamelle;;Sénonien;;;
?-T611;611;11;UA 4a;?;T611;AS;Lamelle;;Indéterminée;;;
K23-T612;612;11;UA 4a;K23;T612;AS;Lamelle;;Indéterminée;;;
?-T613;613;11;UA 4a;?;T613;AS;Lamelle;;Aurillac ?;;;
?-T614;614;11;UA 4a;?;T614;AS;Lamelle;;Aurillac;;;
?-T615;615;11;UA 4a;?;T615;AS;Lamelle;;Aurillac;;;
?-T616;616;11;UA 4a;?;T616;AS;Lamelle;;Indéterminée;;;
?-T617;617;11;UA 4a;?;T617;AS;Lamelle;;Aurillac;;;
?-T618;618;11;UA 4a;?;T618;AS;Lamelle;;Aurillac;;;
K23-84;619;11;UA 4a;K23;84;AS;Lamelle;;Aurillac ?;;;
K23-T620;620;11;UA 4a;K23;T620;AS;Lamelle;;Aurillac;;;
?-T621;621;11;UA 4a;?;T621;AS;Lame;;Aurillac;;;
?-T622;622;11;UA 4a;?;T622;AS;Lamelle;;Aurillac ?;;;
?-T623;623;11;UA 4a;?;T623;AS;Lamelle;;Aurillac;;;
